Processed,ID,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Note,Tags
Out of Scope,1,Mon Sep 01 11:38:46 EDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=query-stripping&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,2,Mon Sep 01 11:38:46 EDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=fingerprinting-protection-overrides&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,3,Mon Sep 01 11:38:50 EDT 2025,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=128.7&pver=2.2,403,Forbidden,0,130,40,,false,
Processed,4,Mon Sep 01 11:38:54 EDT 2025,GET,http://localhost:3000/,200,OK,48,469,80117,Medium,false,"Script, Comment"
Out of Scope,6,Mon Sep 01 11:38:55 EDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=partitioning-exempt-urls&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,7,Mon Sep 01 11:38:55 EDT 2025,GET,http://localhost:3000/main.js,200,OK,30,483,457995,Medium,false,Upload
Processed,8,Mon Sep 01 11:38:55 EDT 2025,GET,http://localhost:3000/polyfills.js,200,OK,29,481,34840,Medium,false,
Processed,9,Mon Sep 01 11:38:55 EDT 2025,GET,http://localhost:3000/runtime.js,200,OK,35,479,3315,Medium,false,
Processed,10,Mon Sep 01 11:38:55 EDT 2025,GET,http://localhost:3000/vendor.js,200,OK,166,485,1622583,Medium,false,Comment
Processed,11,Mon Sep 01 11:38:55 EDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.js,200,OK,191,922,20808,Medium,false,Comment
Processed,17,Mon Sep 01 11:38:55 EDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/jquery/2.2.4/jquery.min.js,200,OK,227,913,85578,Medium,false,"Script, Comment"
Processed,20,Mon Sep 01 11:38:55 EDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.css,200,OK,426,887,4064,Medium,false,
Processed,21,Mon Sep 01 11:38:56 EDT 2025,GET,http://localhost:3000/styles.css,200,OK,56,469,685248,Medium,false,Comment
Processed,22,Mon Sep 01 11:38:56 EDT 2025,GET,http://localhost:3000/assets/i18n/en.json,200,OK,19,475,32473,Medium,false,JSON
Processed,25,Mon Sep 01 11:38:56 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xd7U,200,OK,19,230,96,Low,false,
Processed,27,Mon Sep 01 11:38:57 EDT 2025,GET,http://localhost:3000/rest/admin/application-version,200,OK,107,384,20,Medium,false,JSON
Processed,30,Mon Sep 01 11:38:57 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,196,389,21730,Medium,false,JSON
Processed,31,Mon Sep 01 11:38:57 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,224,389,21730,Medium,false,JSON
Processed,32,Mon Sep 01 11:38:57 EDT 2025,GET,http://localhost:3000/rest/admin/application-version,200,OK,233,384,20,Medium,false,JSON
Processed,33,Mon Sep 01 11:38:57 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,285,389,21730,Medium,false,JSON
Processed,34,Mon Sep 01 11:38:57 EDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,200,OK,536,431,75029,Medium,false,Comment
Processed,37,Mon Sep 01 11:38:57 EDT 2025,GET,http://localhost:3000/MaterialIcons-Regular.woff2,200,OK,293,431,60840,Medium,false,Comment
Processed,38,Mon Sep 01 11:38:57 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,189,389,21730,Medium,false,JSON
Processed,39,Mon Sep 01 11:38:57 EDT 2025,GET,http://localhost:3000/rest/languages,200,OK,673,388,4719,Medium,false,JSON
Processed,40,Mon Sep 01 11:38:57 EDT 2025,GET,http://localhost:3000/rest/products/search?q=,200,OK,390,389,13644,Medium,false,JSON
Processed,42,Mon Sep 01 11:38:57 EDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,863,386,696,Medium,false,JSON
Processed,45,Mon Sep 01 11:38:57 EDT 2025,GET,http://localhost:3000/api/Quantitys/,200,OK,489,388,6258,Medium,false,JSON
Processed,47,Mon Sep 01 11:38:58 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,20,306,0,Medium,false,
Processed,48,Mon Sep 01 11:38:58 EDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,202,386,696,Medium,false,JSON
Processed,49,Mon Sep 01 11:38:58 EDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xdRN&sid=wYoh5g2zAORNUhR_AAAA,200,OK,52,213,2,Medium,false,
Processed,50,Mon Sep 01 11:38:58 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xdRP&sid=wYoh5g2zAORNUhR_AAAA,200,OK,52,230,53,Medium,false,
Processed,51,Mon Sep 01 11:38:58 EDT 2025,GET,http://localhost:3000/assets/public/favicon_js.ico,200,OK,45,456,15086,Medium,false,
Processed,52,Mon Sep 01 11:38:58 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=wYoh5g2zAORNUhR_AAAA,101,Switching Protocols,7,129,0,Medium,false,
Processed,53,Mon Sep 01 11:38:59 EDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,200,OK,24,431,15291,Medium,false,
Processed,55,Mon Sep 01 11:38:59 EDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_pressings.jpg,200,OK,29,431,29163,Medium,false,Comment
Processed,56,Mon Sep 01 11:38:59 EDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,200,OK,29,431,35878,Medium,false,Comment
Processed,57,Mon Sep 01 11:38:59 EDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,200,OK,33,431,19833,Medium,false,Comment
Processed,58,Mon Sep 01 11:38:59 EDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,200,OK,24,431,15072,Medium,false,Comment
Processed,59,Mon Sep 01 11:38:59 EDT 2025,GET,http://localhost:3000/assets/public/images/products/carrot_juice.jpeg,200,OK,15,431,19001,Medium,false,Comment
Processed,60,Mon Sep 01 11:38:59 EDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,200,OK,23,431,17080,Medium,false,
Processed,61,Mon Sep 01 11:38:59 EDT 2025,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,200,OK,16,431,15910,Medium,false,Comment
Processed,62,Mon Sep 01 11:38:59 EDT 2025,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,200,OK,15,431,26934,Medium,false,
Processed,63,Mon Sep 01 11:38:59 EDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,200,OK,25,432,93641,Medium,false,
Processed,64,Mon Sep 01 11:38:59 EDT 2025,GET,http://localhost:3000/assets/public/images/products/lemon_juice.jpg,200,OK,254,431,17038,Medium,false,
Processed,65,Mon Sep 01 11:38:59 EDT 2025,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg,200,OK,274,431,21524,Medium,false,
Processed,66,Mon Sep 01 11:39:00 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xdsd&sid=wYoh5g2zAORNUhR_AAAA,200,OK,324,229,1,Medium,false,
Processed,67,Mon Sep 01 11:39:03 EDT 2025,GET,http://localhost:3000/,304,Not Modified,26,393,0,Medium,false,
Processed,68,Mon Sep 01 11:39:03 EDT 2025,GET,http://localhost:3000/runtime.js,304,Not Modified,26,391,0,Medium,false,
Processed,69,Mon Sep 01 11:39:03 EDT 2025,GET,http://localhost:3000/vendor.js,304,Not Modified,27,394,0,Medium,false,
Processed,70,Mon Sep 01 11:39:03 EDT 2025,GET,http://localhost:3000/polyfills.js,304,Not Modified,136,392,0,Medium,false,
Processed,71,Mon Sep 01 11:39:03 EDT 2025,GET,http://localhost:3000/main.js,304,Not Modified,144,393,0,Medium,false,
Processed,72,Mon Sep 01 11:39:03 EDT 2025,GET,http://localhost:3000/styles.css,304,Not Modified,86,393,0,Medium,false,
Processed,73,Mon Sep 01 11:39:04 EDT 2025,GET,http://localhost:3000/assets/i18n/en.json,304,Not Modified,6,392,0,Medium,false,
Processed,74,Mon Sep 01 11:39:04 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xf4H,200,OK,3,230,96,Low,false,
Processed,75,Mon Sep 01 11:39:05 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,18,306,0,Medium,false,
Processed,76,Mon Sep 01 11:39:05 EDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,45,304,0,Medium,false,
Processed,77,Mon Sep 01 11:39:05 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,36,306,0,Medium,false,
Processed,78,Mon Sep 01 11:39:05 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,63,389,21730,Medium,false,JSON
Processed,79,Mon Sep 01 11:39:05 EDT 2025,GET,http://localhost:3000/rest/admin/application-version,200,OK,88,384,20,Medium,false,JSON
Processed,80,Mon Sep 01 11:39:05 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,103,389,21730,Medium,false,JSON
Processed,81,Mon Sep 01 11:39:05 EDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,304,Not Modified,63,393,0,Medium,false,
Processed,82,Mon Sep 01 11:39:05 EDT 2025,GET,http://localhost:3000/rest/languages,304,Not Modified,236,306,0,Medium,false,
Processed,83,Mon Sep 01 11:39:05 EDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xfKF&sid=tgDoAw8g-6Yfl5ZHAAAC,200,OK,8,213,2,Medium,false,
Processed,84,Mon Sep 01 11:39:05 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xfKT&sid=tgDoAw8g-6Yfl5ZHAAAC,200,OK,5,230,32,Medium,false,
Processed,85,Mon Sep 01 11:39:05 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=tgDoAw8g-6Yfl5ZHAAAC,101,Switching Protocols,22,129,0,Medium,false,
Processed,86,Mon Sep 01 11:39:05 EDT 2025,GET,http://localhost:3000/rest/products/search?q=,304,Not Modified,549,306,0,Medium,false,
Processed,87,Mon Sep 01 11:39:05 EDT 2025,GET,http://localhost:3000/api/Quantitys/,304,Not Modified,768,306,0,Medium,false,
Processed,88,Mon Sep 01 11:39:05 EDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,1067,386,696,Medium,false,JSON
Processed,89,Mon Sep 01 11:39:05 EDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,304,Not Modified,1140,305,0,Medium,false,
Processed,90,Mon Sep 01 11:39:06 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,109,306,0,Medium,false,
Processed,91,Mon Sep 01 11:39:06 EDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,304,Not Modified,5,392,0,Medium,false,
Processed,92,Mon Sep 01 11:39:06 EDT 2025,GET,http://localhost:3000/assets/public/images/products/carrot_juice.jpeg,304,Not Modified,9,392,0,Medium,false,
Processed,93,Mon Sep 01 11:39:06 EDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_pressings.jpg,304,Not Modified,6,392,0,Medium,false,
Processed,94,Mon Sep 01 11:39:06 EDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,304,Not Modified,4,392,0,Medium,false,
Processed,95,Mon Sep 01 11:39:06 EDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,304,Not Modified,9,392,0,Medium,false,
Processed,96,Mon Sep 01 11:39:06 EDT 2025,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,304,Not Modified,7,392,0,Medium,false,
Processed,97,Mon Sep 01 11:39:06 EDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,304,Not Modified,50,392,0,Medium,false,
Processed,98,Mon Sep 01 11:39:06 EDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,304,Not Modified,15,392,0,Medium,false,
Processed,99,Mon Sep 01 11:39:06 EDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,304,Not Modified,4,393,0,Medium,false,
Processed,100,Mon Sep 01 11:39:06 EDT 2025,GET,http://localhost:3000/assets/public/images/products/lemon_juice.jpg,304,Not Modified,8,392,0,Medium,false,
Processed,101,Mon Sep 01 11:39:07 EDT 2025,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,304,Not Modified,5,392,0,Medium,false,
Processed,102,Mon Sep 01 11:39:07 EDT 2025,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg,304,Not Modified,6,392,0,Medium,false,
Processed,103,Mon Sep 01 11:39:06 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xfUa&sid=tgDoAw8g-6Yfl5ZHAAAC,200,OK,906,229,1,Medium,false,
Out of Scope,104,Mon Sep 01 11:39:08 EDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=query-stripping&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,105,Mon Sep 01 11:39:08 EDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=fingerprinting-protection-overrides&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,106,Mon Sep 01 11:39:09 EDT 2025,GET,https://www.youtube.com/watch?v=9PnbKL3wuH4,403,Forbidden,0,130,40,,false,
Out of Scope,107,Mon Sep 01 11:39:10 EDT 2025,GET,https://www.youtube.com/favicon.ico,403,Forbidden,0,130,40,,false,
Out of Scope,108,Mon Sep 01 11:39:12 EDT 2025,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=128.7&pver=2.2,403,Forbidden,0,130,40,,false,
Out of Scope,109,Mon Sep 01 11:39:12 EDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,110,Mon Sep 01 11:39:13 EDT 2025,GET,https://www.youtube.com/watch?v=9PnbKL3wuH4,403,Forbidden,0,130,40,,false,
Processed,111,Mon Sep 01 11:39:15 EDT 2025,GET,http://localhost:3000/,304,Not Modified,25,393,0,Medium,false,
Processed,112,Mon Sep 01 11:39:15 EDT 2025,GET,http://localhost:3000/polyfills.js,304,Not Modified,18,392,0,Medium,false,
Processed,113,Mon Sep 01 11:39:15 EDT 2025,GET,http://localhost:3000/runtime.js,304,Not Modified,24,391,0,Medium,false,
Processed,114,Mon Sep 01 11:39:15 EDT 2025,GET,http://localhost:3000/vendor.js,304,Not Modified,6,394,0,Medium,false,
Processed,115,Mon Sep 01 11:39:15 EDT 2025,GET,http://localhost:3000/main.js,304,Not Modified,25,393,0,Medium,false,
Processed,116,Mon Sep 01 11:39:15 EDT 2025,GET,http://localhost:3000/styles.css,304,Not Modified,12,393,0,Medium,false,
Processed,117,Mon Sep 01 11:39:16 EDT 2025,GET,http://localhost:3000/,200,OK,10,469,80117,Medium,false,"Script, Comment"
Out of Scope,118,Mon Sep 01 11:39:17 EDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=partitioning-exempt-urls&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,119,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/runtime.js,200,OK,7,479,3315,Medium,false,
Processed,120,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/polyfills.js,200,OK,8,481,34840,Medium,false,
Processed,121,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/main.js,200,OK,14,483,457995,Medium,false,Upload
Processed,122,Mon Sep 01 11:39:17 EDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.css,200,OK,81,889,4064,Medium,false,
Processed,123,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/vendor.js,200,OK,60,485,1622583,Medium,false,Comment
Processed,124,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/assets/i18n/en.json,304,Not Modified,4,392,0,Medium,false,
Processed,125,Mon Sep 01 11:39:17 EDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.js,200,OK,119,910,20808,Medium,false,Comment
Processed,126,Mon Sep 01 11:39:17 EDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/jquery/2.2.4/jquery.min.js,200,OK,138,915,85578,Medium,false,"Script, Comment"
Processed,127,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xi5c,200,OK,15,230,96,Low,false,
Processed,128,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,49,304,0,Medium,false,
Processed,129,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/styles.css,200,OK,64,469,685248,Medium,false,Comment
Processed,130,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,44,306,0,Medium,false,
Processed,131,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,85,389,21730,Medium,false,JSON
Processed,132,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,111,389,21730,Medium,false,JSON
Processed,133,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/rest/languages,304,Not Modified,166,306,0,Medium,false,
Processed,134,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/rest/admin/application-version,200,OK,149,384,20,Medium,false,JSON
Processed,135,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,110,389,21730,Medium,false,JSON
Processed,136,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,304,Not Modified,58,393,0,Medium,false,
Processed,137,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,253,386,696,Medium,false,JSON
Processed,138,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,304,Not Modified,328,305,0,Medium,false,
Processed,139,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/rest/products/search?q=,304,Not Modified,58,306,0,Medium,false,
Processed,140,Mon Sep 01 11:39:17 EDT 2025,GET,http://localhost:3000/api/Quantitys/,304,Not Modified,98,306,0,Medium,false,
Processed,141,Mon Sep 01 11:39:18 EDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xiJO&sid=_782rm_OgaCrYr7MAAAE,200,OK,18,213,2,Medium,false,
Processed,142,Mon Sep 01 11:39:18 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xiJP&sid=_782rm_OgaCrYr7MAAAE,200,OK,9,230,32,Medium,false,
Processed,143,Mon Sep 01 11:39:18 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=_782rm_OgaCrYr7MAAAE,101,Switching Protocols,9,129,0,Medium,false,
Processed,144,Mon Sep 01 11:39:18 EDT 2025,GET,http://localhost:3000/assets/public/favicon_js.ico,200,OK,6,456,15086,Medium,false,
Processed,145,Mon Sep 01 11:39:18 EDT 2025,GET,http://localhost:3000/assets/i18n/en.json,200,OK,7,475,32473,Medium,false,JSON
Processed,146,Mon Sep 01 11:39:18 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xiPn,200,OK,12,230,96,Low,false,
Processed,147,Mon Sep 01 11:39:18 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,15,306,0,,false,
Processed,148,Mon Sep 01 11:39:18 EDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,304,Not Modified,13,392,0,Medium,false,
Processed,149,Mon Sep 01 11:39:18 EDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,304,Not Modified,7,393,0,Medium,false,
Processed,150,Mon Sep 01 11:39:18 EDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,304,Not Modified,14,392,0,Medium,false,
Processed,151,Mon Sep 01 11:39:18 EDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,304,Not Modified,19,392,0,Medium,false,
Processed,152,Mon Sep 01 11:39:18 EDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,304,Not Modified,18,392,0,Medium,false,
